Sample,PlaqueArea,Line,Treatment
1F10-,144,F10,RAP-
1F10-,116,F10,RAP-
1F10-,122,F10,RAP-
1F10-,48,F10,RAP-
1F10-,119,F10,RAP-
1F10-,48,F10,RAP-
1F10-,164,F10,RAP-
1F10-,60,F10,RAP-
1F10-,193,F10,RAP-
1F10-,60,F10,RAP-
1F10-,147,F10,RAP-
1F10-,54,F10,RAP-
1F10-,94,F10,RAP-
1F10-,63,F10,RAP-
1F10-,61,F10,RAP-
1F10-,144,F10,RAP-
1F10-,115,F10,RAP-
1F10-,90,F10,RAP-
1F10-,191,F10,RAP-
1F10-,76,F10,RAP-
1F10-,82,F10,RAP-
1F10-,103,F10,RAP-
1F10-,97,F10,RAP-
1F10-,62,F10,RAP-
1F10-,165,F10,RAP-
1F10-,102,F10,RAP-
1F10-,79,F10,RAP-
1F10-,116,F10,RAP-
1F10-,146,F10,RAP-
1F10-,105,F10,RAP-
1F10-,89,F10,RAP-
1F10-,68,F10,RAP-
1F10-,146,F10,RAP-
1F10-,81,F10,RAP-
